System,Stage,Amplitude,NoiseStd,Replicate,PhaseSeed,NoiseSeed,SHA256
1,confirmation,1.3,0.02,9,426092309,426192309,ce2159a200120839a2991768071cdecc0111fea7cca2db14d0c40a968ae0cd43
1,confirmation,1.3,0.005,10,426092310,426192310,6b49eab3ac9d67e4dd47d7a46247e39f9021a5587055508c536b65d508a4ed16
1,confirmation,1.3,0.01,10,426092310,426192310,6b7cc9a654335702dcdf11503623df2e237e95baa1094b4e9790ff4a3a6c6ff3
1,confirmation,1.3,0.02,10,426092310,426192310,df3ccd1b1d6d4956e49b4e6e0c688a20573f921e0cf84ab42e3d07dc0016f5c7
1,confirmation,1.3,0.005,11,426092311,426192311,d0943c733ae6298f54d3b325b591d4ebd523828ac1f278ee15631a9e3ec33ceb
1,confirmation,1.3,0.01,11,426092311,426192311,1dc9553a0fe76ee4509ca7a7202fe7cdd3179eee97905b5b65da8eaba8e05719
1,confirmation,1.3,0.02,11,426092311,426192311,41a45cbcd06dd414849da05e0c96ab7abd826ef3aea2970ebfce221e654533a9
1,confirmation,1.3,0.005,12,426092312,426192312,f6f406eb1ba64fd94a6f7f554054f482b6a0c3327fa3ab402adbbf6d473d8982
1,confirmation,1.3,0.01,12,426092312,426192312,a3c68c170d74773eb226fa02f5ecfbbef5f5481330415ab3174391f9eacf6f21
1,confirmation,1.3,0.02,12,426092312,426192312,786d4845d9f4de51f828ee6791d635f48331413e2169183bc39c6e209ec62092
1,confirmation,1.3,0.005,13,426092313,426192313,24de54981bd398273d16521794215f3f183922a712daf90d7495688574691752
1,confirmation,1.3,0.01,13,426092313,426192313,0617e306297e22fd862002bf08ff3e88293e373af4ae001c000468cfcab5186f
1,confirmation,1.3,0.02,13,426092313,426192313,34b6224eb919e4926b4e82135014d5d446f5b935d195c728bec58e63adc8abee
1,confirmation,1.3,0.005,14,426092314,426192314,28752c5dc8efd35770c2bcbf5f6f374442a7b0bd79112fd5dbc4b9d6f479535f
1,confirmation,1.3,0.01,14,426092314,426192314,633ca3e20324db1f9eb2218ba81a0b5fee24323c8202e594c602e3ab58ea7952
1,confirmation,1.3,0.02,14,426092314,426192314,0e49de8a65718292d67affd1c5d354d4de58884b0a5c212502bd1c2dbcf193af
1,confirmation,1.3,0.005,15,426092315,426192315,34a14f2f11dd78f668156375024fca7de09d98a6f0e13ebf3d381297acf51f61
1,confirmation,1.3,0.01,15,426092315,426192315,a7b89261158365a34fa5592643db000e51dae02f307a9f3b6c04ab492513c972
1,confirmation,1.3,0.02,15,426092315,426192315,fe35a45f65dc0a45c4fd5017e9875f00c8484e2a57ba68a4b39dfc214acc0959
1,confirmation,1.3,0.005,16,426092316,426192316,95917f5cd9730d27dfec547ef2cc144a11d58b0fb0cd7f8d0289e592b5e9a696
1,confirmation,1.3,0.01,16,426092316,426192316,6b30ca0bce2c9dd57c3e4573fa4dace953cb1305e6c1d75c9a014594d0db8ab8
1,confirmation,1.3,0.02,16,426092316,426192316,0c8f1e123f46281fb5bb59a2318342385d1c7669ee2b6b65de709b87fcd95004
1,confirmation,1.3,0.005,17,426092317,426192317,904fab0d19ae8562268b527e865be2390a5d37688296a168110ade1b25321639
1,confirmation,1.3,0.01,17,426092317,426192317,db0d790842fdb8777e002ba1daf579c5d426e06e8558cee5c30f1fce6e5f43fa
1,confirmation,1.3,0.02,17,426092317,426192317,de4ca4757aea248bb0f45003e3e49826957c784f35aab165a0a2e883374cddf0
1,confirmation,1.3,0.005,18,426092318,426192318,1bee3768092d4360bb9665306dc1730100da4f4a5c9e8debc1d8a27c4714ca80
1,confirmation,1.3,0.01,18,426092318,426192318,b3787abfdad1a4d4e5e9b489afbc3f28f953797cbcb7575c38f2250abe0a116d
1,confirmation,1.3,0.02,18,426092318,426192318,256fdb259f87ace96b5ffff3e54af2c98c8193698e3c182ddb49cea0232328aa
1,confirmation,1.3,0.005,19,426092319,426192319,ef9868f109bfc6d113d803c15c8ed72620058f0fb4b2e966cd59cb2431325fd4
1,confirmation,1.3,0.01,19,426092319,426192319,267846bf09bf4dc75b2ddfb3ce914556db6eb534509b0fedfbc2b5615346e7a5
1,confirmation,1.3,0.02,19,426092319,426192319,dda690707f6e273c4f5665d21c9a0ad8fc87547825481a441b4f1f9653711b21
1,confirmation,1.3,0.005,20,426092320,426192320,4f47276111dbcc8efb848bae3d64158e65f773d68aa4d2d23827c5a40578313f
1,confirmation,1.3,0.01,20,426092320,426192320,5b30a27fb48ba2ba495f5e4bfc17e919779d19048becc631474445e1852a0e38
1,confirmation,1.3,0.02,20,426092320,426192320,0949674701dd62df134ffefcd20cc9ef9a8ac66c14cd07b90c078e7751243605
2,clean_calibration,1.0,0,1,326093301,326193301,b8d14bb1ef5841f92134f8b1892b88929e3b9005d18692b6bd101ba30879558c
2,clean_calibration,1.0,0,2,326093302,326193302,d6c937100ea6e807331002ec6c7f2ad5dee352f66c33ae62a4d109d4d4b25541
2,clean_calibration,1.0,0,3,326093303,326193303,6ff82d25f63fc69d24573039bac369c4e4f72b647e2d77ba813fb280d7a0f3bd
2,clean_calibration,1.0,0,4,326093304,326193304,576d21e4581e4085f2110007fb2dd84e435db4a8c8d379ecbf74f34a5d5ff149
2,clean_calibration,1.0,0,5,326093305,326193305,d400b9ed27a04fd5a4b3f712b48a75f11bcf49b64ef699a78e079afbb759437d
2,clean_calibration,1.0,0,6,326093306,326193306,9528525b80175ef02d2ce7ff13ecc1c59465bd67f7473e780755598dd12db654
2,clean_calibration,1.0,0,7,326093307,326193307,642738ae281a318f32a4ac8403eb56ae50bc7fe049387136a6b2f35cf83c8814
2,clean_calibration,1.0,0,8,326093308,326193308,2736ba1cf49b228a0536ee94da81f4525bff4ec0625804145bbf21c000dec4f5
2,clean_calibration,1.0,0,9,326093309,326193309,4db2f63e242dff6eca4d3d59230b3741e238d174116ec8d19e342a6a96e7c105
2,clean_calibration,1.0,0,10,326093310,326193310,49455cb4ea6b926306aaf4ea77fcb88647658f0acabe528ac45983856bc2ac41
2,clean_calibration,1.0,0,11,326093311,326193311,7e07f9b2c9415118864064f3e8de9fb5ea6da6b846c940e552c1caa8de2191c2
2,clean_calibration,1.0,0,12,326093312,326193312,6ca21ec5d8ce0b80212ad3b4efa2db3f8ef6222f67c2421b5d75d0317b05da29
2,clean_calibration,1.0,0,13,326093313,326193313,c025a5b5dc59735b7a551f5bd87dcb97eb99824609a1f7bb45aa82dc3a67582c
2,clean_calibration,1.0,0,14,326093314,326193314,f694ad7edcc7ce10ddf5654dead17a7598849eb10ba0d0f15d0a471a292dafa8
2,clean_calibration,1.0,0,15,326093315,326193315,65fd21b2f257c1b425aab311a376f1a3b28b1b57132f54a94409671b5ab3d5ad
2,clean_calibration,1.0,0,16,326093316,326193316,78de40174613e968eb54a0a1d179e428ffd4256421a0c1126cebddc437a015b1
2,clean_calibration,1.0,0,17,326093317,326193317,0af74161d0b4ebec784b8aa38c8cf635e002118d04f0db57911ed92c04eb2850
2,clean_calibration,1.0,0,18,326093318,326193318,19420a3eaa9706ff562c088736da63f1b463b25f5ad85a9b963565536f633c18
2,clean_calibration,1.0,0,19,326093319,326193319,9fc7e6e30af1e3c0e8370ac3b29ac12d7a57c781bb530d0fe9b037b28b5c9195
2,clean_calibration,1.0,0,20,326093320,326193320,17d04a9974ec22050f2377a736c4a80d71d4d6c9a04781e0d85d13bfffbddd96
2,clean_calibration,1.15,0,1,326093301,326193301,40171722de4f98e9e7b10675be07c420ece92f6ae8f7e2f3dbbe58033fca94ce
2,clean_calibration,1.15,0,2,326093302,326193302,d254d0dfb6a8a2becc8621bfaac5871e6ddd2afc12cfb512b3f1bd6465404f05
2,clean_calibration,1.15,0,3,326093303,326193303,45066d57546a624e1e15dab01be1e6be8bdd2711de00efb235acb46d2756ca1d
2,clean_calibration,1.15,0,4,326093304,326193304,d560e12deed41c37328589baf836b3d9a7d92db81cd545cca5df35cac1046992
2,clean_calibration,1.15,0,5,326093305,326193305,3921381b116f6ff6b9ad294a185a36878ab714a15a327426a2e2182a713dce9f
2,clean_calibration,1.15,0,6,326093306,326193306,befddd7abf3a0606e93628da04dde5a7b0c3e7e56657eabdace94f6eacbdea31
2,clean_calibration,1.15,0,7,326093307,326193307,53394c1d20c7211eb5402dcc74b6ebc3f46e920375f998a796953a13a0b65e0e
2,clean_calibration,1.15,0,8,326093308,326193308,9eaa9341d09e08c8ce54ac8955597c84f6a999a3af6bc576e91fb20b9cbe93b0
2,clean_calibration,1.15,0,9,326093309,326193309,132fb49ecb3e48d7e6c06cc11c260f8a95f50accac9359ab2b530ba543d400ba
2,clean_calibration,1.15,0,10,326093310,326193310,02a27765e3a5c4059492e3fc07903bf61ad25f7d1a5d0d1822b8d887e190771f
2,clean_calibration,1.15,0,11,326093311,326193311,4411f2e652cc37361f4aabf7cf3210b1847ce5ac6ef14563eb737ec1fd0c3e1c
2,clean_calibration,1.15,0,12,326093312,326193312,045e301dc2700f65781fda1a75c7843ef3e0542eb43c7776fc694b07e7912174
2,clean_calibration,1.15,0,13,326093313,326193313,71fb28c6901ab9caa1641de5b11522173028632dee1f31611b86a99c4d319837
2,clean_calibration,1.15,0,14,326093314,326193314,0005fe32570c72b5ae77f86474f844a9a2a17d2eeeb246e4977ba58e0ebe72f0
2,clean_calibration,1.15,0,15,326093315,326193315,c24741a41274b04389f8ac6c4ec4a48881567896f189cb21800d6cd86c27ced0
2,clean_calibration,1.15,0,16,326093316,326193316,f6f65681806fc9ef34095a3979a6b3f21e9f69332df2389fbb6a7bc32ea5e900
2,clean_calibration,1.15,0,17,326093317,326193317,4e35a868debfba5b71345fb424e0dd15cab2aec6b2d8b5b5970b729cb4a15130
2,clean_calibration,1.15,0,18,326093318,326193318,847322fa684d3c437420fdb89d74063dcd94af2f1335e7ad9fb99239da689355
2,clean_calibration,1.15,0,19,326093319,326193319,13c702f2efb5571ddc4203d523866216ffef00de8d32635230924b63f876ae26
2,clean_calibration,1.15,0,20,326093320,326193320,4e771f08b6911a292748e1459715b7c63d25cb170a34ad6e49efaa54c763b20d
2,clean_calibration,1.3,0,1,326093301,326193301,b222badf31d251ed42a12db22d894400fd7101464fd9a12e4dab89b0bbe5c617
2,clean_calibration,1.3,0,2,326093302,326193302,ce03181f4e04964f5e4c1ef32dca4d21c833a8be077a97a59876181c0344f101
2,clean_calibration,1.3,0,3,326093303,326193303,d5def0fcc3234a18a3c78e1a01317f4d107b1e62a49eb0cb9720cf29ace0cea2
2,clean_calibration,1.3,0,4,326093304,326193304,5c436b434f5939b199fbb41bb78fb023b796e57b63466c038e3008e9ff88f26f
2,clean_calibration,1.3,0,5,326093305,326193305,6b3d4a6fc641cf9643f944c8ef02999eb15278b2720b272d7a1f72b822ef83ce
2,clean_calibration,1.3,0,6,326093306,326193306,4201bd855113e9d94565f3fa0aa984d083a770182f24300aea2108b4022fc43d
2,clean_calibration,1.3,0,7,326093307,326193307,6621bed63b3cc614b5a6b235368a6398dcf51474186dee9805b34e8aef689f4f
2,clean_calibration,1.3,0,8,326093308,326193308,87ddf3ab7f6977093b55a9da11c24cba563165f29c598545c1c7048d564ef070
2,clean_calibration,1.3,0,9,326093309,326193309,fc1a024b5929dc1b12494ec6e90b4ace74218980b97376ac03dc01e54e419c26
2,clean_calibration,1.3,0,10,326093310,326193310,9440f1ccd6068d782dc57fc7b950b734cd7be62566ba331172f748644b085e4d
2,clean_calibration,1.3,0,11,326093311,326193311,91347f9dce00d4e8f209e9927d14b79d7c7c4ce8bf28193bc2353707a8990eaa
2,clean_calibration,1.3,0,12,326093312,326193312,ce35f0a0c30531d8ba577fae9b332e16a1ec91a47bfd37477651b868d1cadda8
2,clean_calibration,1.3,0,13,326093313,326193313,f21cd459ac6e5371b57c98be7d4e52b72944443c55a35238964365f0bbb916ea
2,clean_calibration,1.3,0,14,326093314,326193314,4b234a44bd4639133fa2294b3f9a03a821b878d4076a81ecdde7a4b57776b183
2,clean_calibration,1.3,0,15,326093315,326193315,224b66221cd78faf40f7389ea5a8aa6d0e6dc59e0e62b0d7b78c955e8db0cbe5
2,clean_calibration,1.3,0,16,326093316,326193316,21fa6aa4da693df888f21567ab646e924cc40fbfaadfc3654e213d26a40af319
2,clean_calibration,1.3,0,17,326093317,326193317,2c952d53ae9aa626370cb8ee6f1abe5a7e6a966bf6468684c752d240bddde7c5
2,clean_calibration,1.3,0,18,326093318,326193318,3d13e092890400c009dfa67143721b8417cde44dbd673b784433f75951c10464
2,clean_calibration,1.3,0,19,326093319,326193319,71443b02e934c833271cdee518338b4d509bee709c67a2696a54599d7df60f9e
2,clean_calibration,1.3,0,20,326093320,326193320,48457ed82155cd29713d12f9616321e4b63193ba6fbdf511e3cc898af7a0569c
2,confirmation,1.0,0.005,1,426093301,426193301,558a2915c398ebd558343a626c40dd637647e917e703969a4231bc9931148d81
2,confirmation,1.0,0.01,1,426093301,426193301,88f08702f9ef16a92ae8c07a186224702f756b83c66b3da6983b05b1cdc2d7d3
2,confirmation,1.0,0.02,1,426093301,426193301,c68fc99d7a777aa62aba213aaeb0f4e97989e6c09b93e844651b11a93a97807a
2,confirmation,1.0,0.005,2,426093302,426193302,2ece242d0f47602c7509cefd751c5fb48ded376cda63af2b7c9b295dc6d88fd7
2,confirmation,1.0,0.01,2,426093302,426193302,ea866bc958c5a1267c90a85d6a1fb01a70af0697b1c6ea3d1607754130c41c4b
2,confirmation,1.0,0.02,2,426093302,426193302,465d4c37b28439c54e94c3c790df4b034662f3fcd1372d6d8ebfd4b9b90f7d53
2,confirmation,1.0,0.005,3,426093303,426193303,ef243d38bc5eddd9c1a7fb28de90cd03bddcc300eb020916c22e95f459403f0e
2,confirmation,1.0,0.01,3,426093303,426193303,1f3f723c3372f77d63faeb1500e84dbf87c5fa4b6e1f4e4dae0d9aceda95cff2
2,confirmation,1.0,0.02,3,426093303,426193303,cda16cd83b7432a695e53560cf51c6942d3d118c760e05547c44b40dacc6b6ec
2,confirmation,1.0,0.005,4,426093304,426193304,ffbb9c08efc3f05c487db88baff9bbb72ca60917ef2cf63292ba167b4e2fa09b
2,confirmation,1.0,0.01,4,426093304,426193304,c464dcd2dacaa08fecc590d7c8a951cb4b2b9ad029929472fd4b11a3b60595e5
2,confirmation,1.0,0.02,4,426093304,426193304,846c1e743b808b1e3e4d8763a70a3b8341557bb6c63b05ac47b5e842c4c910cb
2,confirmation,1.0,0.005,5,426093305,426193305,b30c33d463c6ceae4899c80d7417e534c4717a966e7e0d83def7e36da5d02125
2,confirmation,1.0,0.01,5,426093305,426193305,07fdbee8087bf9f6fec879247a64ff06c4865ca2cc2edd52107e82d5b289b8b1
2,confirmation,1.0,0.02,5,426093305,426193305,601fc72f2846aec5545756c71081d599d6dd891be73d6b11f0634a7c72e25d52
2,confirmation,1.0,0.005,6,426093306,426193306,e15794c263a918d2bcb27b47018b684e4aaeab66a283b1cc0b9aa32d6809593c
2,confirmation,1.0,0.01,6,426093306,426193306,b7811c71766f9b8143d6b258ec5c47ce4ff01351f3987d8cd22cb5d7f200cf7c
2,confirmation,1.0,0.02,6,426093306,426193306,ec559dd9c1f12362d367d9be13025ab8a4efedd5a7b48b79b39cc170f23c5624
2,confirmation,1.0,0.005,7,426093307,426193307,b67841d2dda38cd401fa3c59fcb20a7357115a51f760e4b18e0871f67f34cb89
2,confirmation,1.0,0.01,7,426093307,426193307,89b71269ce919666602c05e9be615447caf60c2dcbde050859ebdcd8bb3b15fa
2,confirmation,1.0,0.02,7,426093307,426193307,1a2a5bcdd6882d187f58b7d6055a81b9f6ace61dacc7bf52d869f7f4ecce3db5
2,confirmation,1.0,0.005,8,426093308,426193308,a170e22fabd4d713c057f0c9610976bfe52f0325a37f9cc9c788656e7a87bf21
2,confirmation,1.0,0.01,8,426093308,426193308,10ab1ccbea23d7f39226dee9941e5ff1405ef57929e52b6873315f6297d768c5
2,confirmation,1.0,0.02,8,426093308,426193308,2510a9d932eb4fb16d94c680dfee194b1dd08b903b25f78356a96f5c2209ecf5
2,confirmation,1.0,0.005,9,426093309,426193309,bf872fa23984e1d141b44e5b636051bf05e725e23bdddefa4e388544ab03f589
2,confirmation,1.0,0.01,9,426093309,426193309,45c6450b6d7b53f7691a50754a835d7668864d05b0de3af606ff0262485f1f97
2,confirmation,1.0,0.02,9,426093309,426193309,16e02f46e9dfd1e78171dbcb50522e4cdd4494b12514cc1b9f343f9b30c8d2e6
2,confirmation,1.0,0.005,10,426093310,426193310,6ebbd603051b0173511012686bc58dee0ce06110433d042dfc0015d1daa7bb11
2,confirmation,1.0,0.01,10,426093310,426193310,3731e571614f3e8d06ba94ed1bf728723506f4e7374e6414c4eb63f3357ad7bc
2,confirmation,1.0,0.02,10,426093310,426193310,1f8f2c18f2485acf2f2b085053e75e68d4681579cac872b527ae546bcb828bc5
2,confirmation,1.0,0.005,11,426093311,426193311,164c91d205ad0d0df043c90f8589fe37d900220f512e40437d7525706777ddbe
2,confirmation,1.0,0.01,11,426093311,426193311,bbac603e85ad57ac000e99282b4cd8ee3404cb9461525becd4f958e2684411a4
2,confirmation,1.0,0.02,11,426093311,426193311,95fa6d91a464aed8e0f400d6f6ee57bf7ed425a947841986378856cb346c0b14
2,confirmation,1.0,0.005,12,426093312,426193312,1d4e0dceb8f720ad73321ad1d5ee1946f045b90ac53c5fb0c47aad50309e5a8e
2,confirmation,1.0,0.01,12,426093312,426193312,5da0b53100fc6a9ad822c75cc7e01f464e0422ff6db5178ff5a3e8ecdc320f14
2,confirmation,1.0,0.02,12,426093312,426193312,91cd2a2b4c9275f558113fba617ef1d97e35a6758754288fb18e38e4743d041e
2,confirmation,1.0,0.005,13,426093313,426193313,32a0f6e06827ad36ce2efbb580a55d29edc6924e65cee4ccd0a0116829060a57
2,confirmation,1.0,0.01,13,426093313,426193313,2662987257d466ca0847af83c6be56a84b1534b388d725df60028c46c56b345e
2,confirmation,1.0,0.02,13,426093313,426193313,dabc3dffd8084c3c78561d9fb62aa62f79b7a7efafa9ba9b00fec17f4316af44
2,confirmation,1.0,0.005,14,426093314,426193314,47d136d9b523a69aa4fcfd0a09f285b55d4b517825cc6a743f5e5266a8ace15a
2,confirmation,1.0,0.01,14,426093314,426193314,f497e619c5721e942bb6e29b38d622cbb53127130ad649004f7df30d693f988e
2,confirmation,1.0,0.02,14,426093314,426193314,5eafe421efbb2ca13b25ae38a9de5c5ea2cf25174b98596bbb34c64864cdec4a
2,confirmation,1.0,0.005,15,426093315,426193315,f356cde731d8a6bdae7fea6861a7a148a9da8b03219ffa3e9f9a4a040bea20e0
2,confirmation,1.0,0.01,15,426093315,426193315,94e6ede6b291c8556a5f375f8bc02cd7b403c92ce14ddbeca25d193f5837f875
2,confirmation,1.0,0.02,15,426093315,426193315,593370ab87a3c49d3fed1eb8fa3093a0ca5aec542c602936a0032fc2af94c545
2,confirmation,1.0,0.005,16,426093316,426193316,818ad3ac0c15c8904c718bfe69f3462de8b2825caeacf1fd8a87a6f39bc55a92
2,confirmation,1.0,0.01,16,426093316,426193316,07f194e23f2aacf072d7f4c35023a2dc25898badcd715ee49b6296bb3c002071
2,confirmation,1.0,0.02,16,426093316,426193316,576640ff9bc1127ab9e4e1a58ffd7384a28db6be466cf6915ae832ac1eba6f29
2,confirmation,1.0,0.005,17,426093317,426193317,10ab9a99d59df4ed8536e60214a6f5299c27d62785c3d23706ded1a63e6c651a
2,confirmation,1.0,0.01,17,426093317,426193317,69f312ef38ae1584bfb0c1b2a6481415a54539c78f67c077008ca60f40e3b42a
2,confirmation,1.0,0.02,17,426093317,426193317,25fe97159e773cb36e911b2847854fe2fae50ef59c301775868ef203e0511474
2,confirmation,1.0,0.005,18,426093318,426193318,a0f2bdca1285738dbff634c9516c82849579b169aef93d9b113c1793dd99a624
2,confirmation,1.0,0.01,18,426093318,426193318,67520029ec519420704d005f2a61c13918a9c3b756e45c4a3a17b5bb0b63cf9a
2,confirmation,1.0,0.02,18,426093318,426193318,dd9a2544e9dc19d1e900463d4819e448bd894770dbe2b9f1b97ce010ebbc3107
2,confirmation,1.0,0.005,19,426093319,426193319,6c256b489b86f40d5f10a8df347d3a574e2c483e7e53b198a46c13f4cb3050cb
2,confirmation,1.0,0.01,19,426093319,426193319,a65c0c01a550034981ec49821eb3f7757e662b4b184b81e39c7a2201348cb655
2,confirmation,1.0,0.02,19,426093319,426193319,12bf803d8649055d8b3a7e03a56d94c27899f73e165ea7540f6e58d94a400a58
2,confirmation,1.0,0.005,20,426093320,426193320,16529b7a11c47af6aa9f66fa5579055b10abe399faafe6baa70f5a3f815b8016
2,confirmation,1.0,0.01,20,426093320,426193320,6f5b9890cd5992ab68b398af32d0759919affea7fe710ffb5b2348c71202b74e
2,confirmation,1.0,0.02,20,426093320,426193320,7c05fa3507f7f5f5bfc6ad320642d797cdf32135d6f97c22f4e896f94be1b3ea
2,confirmation,1.15,0.005,1,426093301,426193301,d04c710b5a49db6386b95993ac8db0fe82158d73b7f3ef66f0bf9b9e94a26911
2,confirmation,1.15,0.01,1,426093301,426193301,c021d48d317e71ba33aeaed247dcbe79f70e24500d6a1969b3ecaf739c24010c
2,confirmation,1.15,0.02,1,426093301,426193301,ac59ee812f21f4614926f9acdd3edab4f3c14929c2f8445fefec3e60663f7863
2,confirmation,1.15,0.005,2,426093302,426193302,f64b043241b12b98e50810fe59eb614a95f69eef7c16365b1aa3829bd32f084c
2,confirmation,1.15,0.01,2,426093302,426193302,543273078b71e442f51f481addaea86bd8cd935452c7cbeb44cea418c87774d4
2,confirmation,1.15,0.02,2,426093302,426193302,d7c9204aef1780d736140475ed9b4ccacc02ea8f5dc2b7cae5a3bd3c0b7b845e
2,confirmation,1.15,0.005,3,426093303,426193303,be82dd71a90d0f8424e587a97eeb9185bbee51d2a712b5c5418f98b04f37cacb
2,confirmation,1.15,0.01,3,426093303,426193303,ab70b5fa0050cd57b70386fe79681b49ecbc9a02475ad68ab11c39f8ccf126a0
2,confirmation,1.15,0.02,3,426093303,426193303,63d93fa402611774cf090657ef1d497ed21d972c0650ced67a60d76840d7635b
2,confirmation,1.15,0.005,4,426093304,426193304,159bdce83a9f2114ae10b47c9467ce09f9eeb4b96a0fef0ee3048c04eb0a1977
2,confirmation,1.15,0.01,4,426093304,426193304,929a0ffc9e496da1f83227bdb3515c5be229b0639939dd246b872f74b8566be2
2,confirmation,1.15,0.02,4,426093304,426193304,78635fdc4151548283c2acfd22185d7083d775ac7ba34e597e8b7c5904c87fc5
2,confirmation,1.15,0.005,5,426093305,426193305,0940f6811280f9d8d324545c17dc7a88e34ffaf6d73e747037e4e68c9a2b1b8b
2,confirmation,1.15,0.01,5,426093305,426193305,0b4baa38841ed8e71165c31b2469744518a0bc8d00af857a5c1fbe9b5b1cb587
2,confirmation,1.15,0.02,5,426093305,426193305,900e101b2ba38119a5535cd40a4483e9dd30e99ab927e8fa8480e4c407bc9083
2,confirmation,1.15,0.005,6,426093306,426193306,50122c30d01289901e1983d0597741f5667bd5f81c8e0b8712ec859553f133b2
2,confirmation,1.15,0.01,6,426093306,426193306,964e0e781435b9b829745bcc40f8386766caae871de5e8b42d293eb22669f82f
2,confirmation,1.15,0.02,6,426093306,426193306,f0e9b551a26b3a217f8d326acef902675fc32facbb2ecdf44091038561a5ec12
2,confirmation,1.15,0.005,7,426093307,426193307,289ed9ca2cb3aecb1ccdc9eaa9b86cfbb064500f531c848878064b080da41519
2,confirmation,1.15,0.01,7,426093307,426193307,45dac75b6a9eeebe3995fb4f048b2135c0e1f4847a7bf27e21202f7fb19be1e9
2,confirmation,1.15,0.02,7,426093307,426193307,0ad4df557ee28125a98976116915ec973da7541c22df42f9219bedbc015e6d92
2,confirmation,1.15,0.005,8,426093308,426193308,b5470a1f0f204ebdceb3507f82a0ef2f9fdb4a2287387b1a76af73e5ab8e14ab
2,confirmation,1.15,0.01,8,426093308,426193308,7e389ca3ae44d3e64acc98657ef68a6550f0453ced7d38fb9014237df00004cf
2,confirmation,1.15,0.02,8,426093308,426193308,d08c395ba133d7ddb5abda942001f3f8f2a417877c16ef27e189f879fe96a167
2,confirmation,1.15,0.005,9,426093309,426193309,1bd9af64344b7576808a31a5421e0ce4ab57a374a4a557bc2308087e3485f7aa
2,confirmation,1.15,0.01,9,426093309,426193309,8f3bcce554997e6c806e117e1305e68fe542a355cb8251fb75f7e28081662780
2,confirmation,1.15,0.02,9,426093309,426193309,9b033307c8e2e64e0081cb215d5e3ec4b3b03f2373c66b4379c9ada70463029b
2,confirmation,1.15,0.005,10,426093310,426193310,a095e0acdbc848cce32cea0234830af88976725da30aa22637d2d6aa08ac7cbb
2,confirmation,1.15,0.01,10,426093310,426193310,3de52ca1777d8670d151843952c8b95661a9044608289c5353a3adbccc806ed1
2,confirmation,1.15,0.02,10,426093310,426193310,f051a878b1eaff51d8e15d0547ec3213ddd3066223cd67a752fe20109f17423d
2,confirmation,1.15,0.005,11,426093311,426193311,c0f06d482cb5954936c959ffb12e7b50d73f15c82db28522222cb25c8246a98c
2,confirmation,1.15,0.01,11,426093311,426193311,05e2201c9bc76ed1ec0a21623c5037df846ce08e8abce1157dd63aeac54ff40a
2,confirmation,1.15,0.02,11,426093311,426193311,f4193d1997c47160a084b7d60cfe3bc6c96e10d72c10586f7ff4c49bab2c2a41
2,confirmation,1.15,0.005,12,426093312,426193312,32f2db23fc549eb5c8b5fd5795b3ebcabecab1b7e1b72ba2ed5dc8c000b83c87
2,confirmation,1.15,0.01,12,426093312,426193312,b4746c510313617be00e9d5147a67de614b9ea956585627fbaec220226bad1ea
2,confirmation,1.15,0.02,12,426093312,426193312,1d588d52fb5b610c26201a35647ca5c64a91d48befb952ab51ac0217ac515fa8
2,confirmation,1.15,0.005,13,426093313,426193313,6ec6488124a3b9486b4dc0eb695d41a73601b8f0735faec4324f21b8e687bd00
2,confirmation,1.15,0.01,13,426093313,426193313,2566d8972907ddf3e715607bc8a9c6fd26c30fc91a746c1dca214bf1393b22af
2,confirmation,1.15,0.02,13,426093313,426193313,6e77e63e551484697cf5e094777a14ed6f85d4bbe665d8273e369360f6a0367f
2,confirmation,1.15,0.005,14,426093314,426193314,69fe302b10ad6ee5abb607fef4f3f3b27b682028a94dbf7415aaa08e050ec9eb
2,confirmation,1.15,0.01,14,426093314,426193314,53c732e10c8e84a7b86e75ece0c341813a7e72e53f9e1b1203f8c4d6c9f20431
2,confirmation,1.15,0.02,14,426093314,426193314,66d5faa44c855c075ed47658061230980db11395067d58061894650f14cd10ff
2,confirmation,1.15,0.005,15,426093315,426193315,9d03d17e5b776b4a14710f5c41faae1b4e6a84578334bf3f84139c37f5398221
2,confirmation,1.15,0.01,15,426093315,426193315,a3915c6977fc130250fb4f802b0d5592c92af53c7b20a4d485a2d326425e4ade
2,confirmation,1.15,0.02,15,426093315,426193315,f763f104919199e797034f59ed222ad81b7830a578dd5a42c61f1e0a2d0a0f8b
2,confirmation,1.15,0.005,16,426093316,426193316,7bb941adef545c57640eee8052d773ca9a004c08c59249e17cb39dc57838a27d
2,confirmation,1.15,0.01,16,426093316,426193316,9ac876b4e24903303e1c0388a70d4cbf7074519d1a26c6395fc29e4a2cfd9ebe
2,confirmation,1.15,0.02,16,426093316,426193316,cd041bf8246fbe2a271089d54eccd754ff793ed9d05b8be0635d8b72d8d27019
2,confirmation,1.15,0.005,17,426093317,426193317,d0388a2e22620e4c97338d47ce3e84df8dd2ae53b6cdd4693faa379165a570d5
2,confirmation,1.15,0.01,17,426093317,426193317,7dff54e5fe178e231f88bfeb80d727bfade3e2b5a59aa136942471c320eac5b5
2,confirmation,1.15,0.02,17,426093317,426193317,153b1f01c44f04954ff8e2d94d232ab79b52d35563dafad10cb0681193ba80d8
2,confirmation,1.15,0.005,18,426093318,426193318,0379d2719f3a792d705a5afa7b807f718308c47a6cb3cedf739766a5a0cd3a92
